Census_Region,Census_Region_Code,Ten_Year_Age_Groups,Gender,Gender_Code,Year,Year_Code,Deaths,Population,Crude_Rate
Census Region 4: West,CENS-R4,1-4 years,Male,M,2001,2001,250,1867741,13.4
Census Region 4: West,CENS-R4,1-4 years,Male,M,2002,2002,309,1892320,16.3
Census Region 4: West,CENS-R4,1-4 years,Male,M,2003,2003,288,1914703,15
Census Region 4: West,CENS-R4,1-4 years,Male,M,2004,2004,251,1945535,12.9
Census Region 4: West,CENS-R4,1-4 years,Male,M,2005,2005,331,1969768,16.8
Census Region 4: West,CENS-R4,1-4 years,Male,M,2006,2006,272,1981327,13.7
Census Region 4: West,CENS-R4,1-4 years,Male,M,2007,2007,256,2002824,12.8
Census Region 4: West,CENS-R4,1-4 years,Male,M,2008,2008,273,2032210,13.4
Census Region 4: West,CENS-R4,1-4 years,Male,M,2009,2009,272,2050278,13.3
Census Region 4: West,CENS-R4,1-4 years,Male,M,2010,2010,260,2047580,12.7
Census Region 4: West,CENS-R4,1-4 years,Male,M,2011,2011,257,2039969,12.6
Census Region 4: West,CENS-R4,1-4 years,Male,M,2012,2012,212,2022647,10.5
Census Region 4: West,CENS-R4,1-4 years,Male,M,2013,2013,241,1996889,12.1
Census Region 4: West,CENS-R4,1-4 years,Male,M,2014,2014,228,1996814,11.4
Census Region 4: West,CENS-R4,1-4 years,Male,M,2015,2015,205,1995057,10.3
Census Region 4: West,CENS-R4,1-4 years,Male,M,2016,2016,211,1999018,10.6
Census Region 4: West,CENS-R4,1-4 years,Male,M,2017,2017,198,1999668,9.9
Census Region 4: West,CENS-R4,1-4 years,Male,M,2018,2018,224,1990540,11.3
Census Region 4: West,CENS-R4,1-4 years,Male,M,2019,2019,143,1954176,7.3
Census Region 4: West,CENS-R4,1-4 years,Male,M,2020,2020,195,1905221,10.2
Census Region 4: West,CENS-R4,5-14 years,Female,F,1999,1999,272,4666766,5.8
Census Region 4: West,CENS-R4,5-14 years,Female,F,2000,2000,298,4714093,6.3
Census Region 4: West,CENS-R4,5-14 years,Female,F,2001,2001,274,4747839,5.8
Census Region 4: West,CENS-R4,5-14 years,Female,F,2002,2002,283,4760554,5.9
Census Region 4: West,CENS-R4,5-14 years,Female,F,2003,2003,253,4756448,5.3
Census Region 4: West,CENS-R4,5-14 years,Female,F,2004,2004,264,4743853,5.6
Census Region 4: West,CENS-R4,5-14 years,Female,F,2005,2005,262,4714837,5.6
Census Region 4: West,CENS-R4,5-14 years,Female,F,2006,2006,247,4717033,5.2
Census Region 4: West,CENS-R4,5-14 years,Female,F,2007,2007,225,4715708,4.8
Census Region 4: West,CENS-R4,5-14 years,Female,F,2008,2008,214,4739180,4.5
Census Region 4: West,CENS-R4,5-14 years,Female,F,2009,2009,196,4779621,4.1
Census Region 4: West,CENS-R4,5-14 years,Female,F,2010,2010,167,4817330,3.5
Census Region 4: West,CENS-R4,5-14 years,Female,F,2011,2011,169,4830517,3.5
Census Region 4: West,CENS-R4,5-14 years,Female,F,2012,2012,166,4841195,3.4
Census Region 4: West,CENS-R4,5-14 years,Female,F,2013,2013,200,4863264,4.1
Census Region 4: West,CENS-R4,5-14 years,Female,F,2014,2014,165,4874713,3.4
Census Region 4: West,CENS-R4,5-14 years,Female,F,2015,2015,179,4880291,3.7
Census Region 4: West,CENS-R4,5-14 years,Female,F,2016,2016,198,4883039,4.1
Census Region 4: West,CENS-R4,5-14 years,Female,F,2017,2017,225,4892426,4.6
Census Region 4: West,CENS-R4,5-14 years,Female,F,2018,2018,205,4897794,4.2
Census Region 4: West,CENS-R4,5-14 years,Female,F,2019,2019,207,4885236,4.2
Census Region 4: West,CENS-R4,5-14 years,Female,F,2020,2020,235,4872630,4.8
Census Region 4: West,CENS-R4,5-14 years,Male,M,1999,1999,505,4908111,10.3
Census Region 4: West,CENS-R4,5-14 years,Male,M,2000,2000,516,4957893,10.4
Census Region 4: West,CENS-R4,5-14 years,Male,M,2001,2001,502,4991139,10.1
Census Region 4: West,CENS-R4,5-14 years,Male,M,2002,2002,450,5001279,9
Census Region 4: West,CENS-R4,5-14 years,Male,M,2003,2003,512,4995586,10.2
Census Region 4: West,CENS-R4,5-14 years,Male,M,2004,2004,441,4981156,8.9
Census Region 4: West,CENS-R4,5-14 years,Male,M,2005,2005,433,4948924,8.7
Census Region 4: West,CENS-R4,5-14 years,Male,M,2006,2006,424,4947780,8.6
Census Region 4: West,CENS-R4,5-14 years,Male,M,2007,2007,390,4941483,7.9
Census Region 4: West,CENS-R4,5-14 years,Male,M,2008,2008,355,4964069,7.2
Census Region 4: West,CENS-R4,5-14 years,Male,M,2009,2009,329,5002944,6.6
Census Region 4: West,CENS-R4,5-14 years,Male,M,2010,2010,316,5039499,6.3
Census Region 4: West,CENS-R4,5-14 years,Male,M,2011,2011,331,5051580,6.6
Census Region 4: West,CENS-R4,5-14 years,Male,M,2012,2012,303,5068222,6
Census Region 4: West,CENS-R4,5-14 years,Male,M,2013,2013,314,5092301,6.2
Census Region 4: West,CENS-R4,5-14 years,Male,M,2014,2014,310,5091624,6.1
Census Region 4: West,CENS-R4,5-14 years,Male,M,2015,2015,326,5090857,6.4
Census Region 4: West,CENS-R4,5-14 years,Male,M,2016,2016,295,5095846,5.8
Census Region 4: West,CENS-R4,5-14 years,Male,M,2017,2017,338,5110331,6.6
Census Region 4: West,CENS-R4,5-14 years,Male,M,2018,2018,320,5121732,6.2
Census Region 4: West,CENS-R4,5-14 years,Male,M,2019,2019,324,5111495,6.3
Census Region 4: West,CENS-R4,5-14 years,Male,M,2020,2020,392,5104745,7.7
Census Region 4: West,CENS-R4,15-24 years,Female,F,1999,1999,1028,4277415,24
Census Region 4: West,CENS-R4,15-24 years,Female,F,2000,2000,1024,4375688,23.4
Census Region 4: West,CENS-R4,15-24 years,Female,F,2001,2001,1045,4517433,23.1
Census Region 4: West,CENS-R4,15-24 years,Female,F,2002,2002,1131,4612702,24.5
Census Region 4: West,CENS-R4,15-24 years,Female,F,2003,2003,1213,4693639,25.8
Census Region 4: West,CENS-R4,15-24 years,Female,F,2004,2004,1248,4762665,26.2
Census Region 4: West,CENS-R4,15-24 years,Female,F,2005,2005,1229,4823574,25.5
Census Region 4: West,CENS-R4,15-24 years,Female,F,2006,2006,1292,4880592,26.5
Census Region 4: West,CENS-R4,15-24 years,Female,F,2007,2007,1184,4930396,24
Census Region 4: West,CENS-R4,15-24 years,Female,F,2008,2008,1043,4983864,20.9
Census Region 4: West,CENS-R4,15-24 years,Female,F,2009,2009,1080,5024493,21.5
Census Region 4: West,CENS-R4,15-24 years,Female,F,2010,2010,1013,5044975,20.1
Census Region 4: West,CENS-R4,15-24 years,Female,F,2011,2011,1043,5078543,20.5
Census Region 4: West,CENS-R4,15-24 years,Female,F,2012,2012,1009,5105127,19.8
Census Region 4: West,CENS-R4,15-24 years,Female,F,2013,2013,1071,5102053,21
Census Region 4: West,CENS-R4,15-24 years,Female,F,2014,2014,1059,5101666,20.8
Census Region 4: West,CENS-R4,15-24 years,Female,F,2015,2015,1107,5074077,21.8
Census Region 4: West,CENS-R4,15-24 years,Female,F,2016,2016,1188,5028275,23.6
Census Region 4: West,CENS-R4,15-24 years,Female,F,2017,2017,1144,4993639,22.9
Census Region 4: West,CENS-R4,15-24 years,Female,F,2018,2018,1240,4984247,24.9
Census Region 4: West,CENS-R4,15-24 years,Female,F,2019,2019,1153,4959965,23.2
Census Region 4: West,CENS-R4,15-24 years,Female,F,2020,2020,1431,4945198,28.9
Census Region 4: West,CENS-R4,15-24 years,Male,M,1999,1999,3922,4623097,84.8
Census Region 4: West,CENS-R4,15-24 years,Male,M,2000,2000,3951,4723475,83.6
Census Region 4: West,CENS-R4,15-24 years,Male,M,2001,2001,4051,4888801,82.9
Census Region 4: West,CENS-R4,15-24 years,Male,M,2002,2002,4461,4985741,89.5
Census Region 4: West,CENS-R4,15-24 years,Male,M,2003,2003,4570,5048234,90.5
Census Region 4: West,CENS-R4,15-24 years,Male,M,2004,2004,4645,5124149,90.6
Census Region 4: West,CENS-R4,15-24 years,Male,M,2005,2005,4768,5208585,91.5
Census Region 4: West,CENS-R4,15-24 years,Male,M,2006,2006,4992,5272194,94.7
Census Region 4: West,CENS-R4,15-24 years,Male,M,2007,2007,4729,5319613,88.9
Census Region 4: West,CENS-R4,15-24 years,Male,M,2008,2008,4289,5363288,80
Census Region 4: West,CENS-R4,15-24 years,Male,M,2009,2009,3973,5385440,73.8
Census Region 4: West,CENS-R4,15-24 years,Male,M,2010,2010,3791,5392940,70.3
Census Region 4: West,CENS-R4,15-24 years,Male,M,2011,2011,3855,5440190,70.9
Census Region 4: West,CENS-R4,15-24 years,Male,M,2012,2012,3693,5457973,67.7
Census Region 4: West,CENS-R4,15-24 years,Male,M,2013,2013,3731,5453714,68.4
Census Region 4: West,CENS-R4,15-24 years,Male,M,2014,2014,3656,5444283,67.2
Census Region 4: West,CENS-R4,15-24 years,Male,M,2015,2015,3944,5424912,72.7
Census Region 4: West,CENS-R4,15-24 years,Male,M,2016,2016,4215,5372340,78.5
Census Region 4: West,CENS-R4,15-24 years,Male,M,2017,2017,4190,5317171,78.8
Census Region 4: West,CENS-R4,15-24 years,Male,M,2018,2018,4031,5292956,76.2
Census Region 4: West,CENS-R4,15-24 years,Male,M,2019,2019,4084,5253933,77.7
Census Region 4: West,CENS-R4,15-24 years,Male,M,2020,2020,5149,5232035,98.4
Census Region 4: West,CENS-R4,25-34 years,Female,F,1999,1999,1080,4569800,23.6
Census Region 4: West,CENS-R4,25-34 years,Female,F,2000,2000,942,4553860,20.7
Census Region 4: West,CENS-R4,25-34 years,Female,F,2001,2001,1009,4567650,22.1
Census Region 4: West,CENS-R4,25-34 years,Female,F,2002,2002,1043,4593843,22.7
Census Region 4: West,CENS-R4,25-34 years,Female,F,2003,2003,1152,4616113,25
Census Region 4: West,CENS-R4,25-34 years,Female,F,2004,2004,1118,4647633,24.1
Census Region 4: West,CENS-R4,25-34 years,Female,F,2005,2005,1152,4675788,24.6
Census Region 4: West,CENS-R4,25-34 years,Female,F,2006,2006,1197,4732603,25.3
Census Region 4: West,CENS-R4,25-34 years,Female,F,2007,2007,1277,4792631,26.6
Census Region 4: West,CENS-R4,25-34 years,Female,F,2008,2008,1149,4862596,23.6
Census Region 4: West,CENS-R4,25-34 years,Female,F,2009,2009,1242,4928662,25.2
Census Region 4: West,CENS-R4,25-34 years,Female,F,2010,2010,1260,4969238,25.4
Census Region 4: West,CENS-R4,25-34 years,Female,F,2011,2011,1331,5043325,26.4
Census Region 4: West,CENS-R4,25-34 years,Female,F,2012,2012,1366,5095545,26.8
Census Region 4: West,CENS-R4,25-34 years,Female,F,2013,2013,1352,5165755,26.2
Census Region 4: West,CENS-R4,25-34 years,Female,F,2014,2014,1409,5284272,26.7
Census Region 4: West,CENS-R4,25-34 years,Female,F,2015,2015,1595,5389144,29.6
Census Region 4: West,CENS-R4,25-34 years,Female,F,2016,2016,1646,5479753,30
Census Region 4: West,CENS-R4,25-34 years,Female,F,2017,2017,1654,5572515,29.7
Census Region 4: West,CENS-R4,25-34 years,Female,F,2018,2018,1745,5628725,31
Census Region 4: West,CENS-R4,25-34 years,Female,F,2019,2019,1749,5666003,30.9
Census Region 4: West,CENS-R4,25-34 years,Female,F,2020,2020,2212,5678866,39
Census Region 4: West,CENS-R4,25-34 years,Male,M,1999,1999,3916,4860601,80.6
Census Region 4: West,CENS-R4,25-34 years,Male,M,2000,2000,3711,4854683,76.4
Census Region 4: West,CENS-R4,25-34 years,Male,M,2001,2001,3793,4863462,78
Census Region 4: West,CENS-R4,25-34 years,Male,M,2002,2002,4128,4872880,84.7
Census Region 4: West,CENS-R4,25-34 years,Male,M,2003,2003,4132,4862738,85
Census Region 4: West,CENS-R4,25-34 years,Male,M,2004,2004,4226,4880758,86.6
Census Region 4: West,CENS-R4,25-34 years,Male,M,2005,2005,4444,4886360,90.9
Census Region 4: West,CENS-R4,25-34 years,Male,M,2006,2006,4473,4934829,90.6
Census Region 4: West,CENS-R4,25-34 years,Male,M,2007,2007,4549,4988566,91.2
Census Region 4: West,CENS-R4,25-34 years,Male,M,2008,2008,4302,5072436,84.8
Census Region 4: West,CENS-R4,25-34 years,Male,M,2009,2009,4155,5146233,80.7
Census Region 4: West,CENS-R4,25-34 years,Male,M,2010,2010,4151,5187689,80
Census Region 4: West,CENS-R4,25-34 years,Male,M,2011,2011,4364,5302175,82.3
Census Region 4: West,CENS-R4,25-34 years,Male,M,2012,2012,4646,5378299,86.4
Census Region 4: West,CENS-R4,25-34 years,Male,M,2013,2013,4674,5476953,85.3
Census Region 4: West,CENS-R4,25-34 years,Male,M,2014,2014,4783,5585130,85.6
Census Region 4: West,CENS-R4,25-34 years,Male,M,2015,2015,5207,5701118,91.3
Census Region 4: West,CENS-R4,25-34 years,Male,M,2016,2016,5649,5791194,97.5
Census Region 4: West,CENS-R4,25-34 years,Male,M,2017,2017,5979,5928976,100.8
Census Region 4: West,CENS-R4,25-34 years,Male,M,2018,2018,6022,6007792,100.2
Census Region 4: West,CENS-R4,25-34 years,Male,M,2019,2019,6386,6061656,105.4
Census Region 4: West,CENS-R4,25-34 years,Male,M,2020,2020,7987,6088485,131.2
Census Region 4: West,CENS-R4,35-44 years,Female,F,1999,1999,1604,5002910,32.1
Census Region 4: West,CENS-R4,35-44 years,Female,F,2000,2000,1468,5008707,29.3
Census Region 4: West,CENS-R4,35-44 years,Female,F,2001,2001,1491,5013324,29.7
Census Region 4: West,CENS-R4,35-44 years,Female,F,2002,2002,1772,4985822,35.5
Census Region 4: West,CENS-R4,35-44 years,Female,F,2003,2003,1804,4959083,36.4
Census Region 4: West,CENS-R4,35-44 years,Female,F,2004,2004,1798,4948690,36.3
Census Region 4: West,CENS-R4,35-44 years,Female,F,2005,2005,1711,4945683,34.6
Census Region 4: West,CENS-R4,35-44 years,Female,F,2006,2006,1731,4940127,35
Census Region 4: West,CENS-R4,35-44 years,Female,F,2007,2007,1754,4909007,35.7
Census Region 4: West,CENS-R4,35-44 years,Female,F,2008,2008,1625,4869436,33.4
Census Region 4: West,CENS-R4,35-44 years,Female,F,2009,2009,1648,4826307,34.1
Census Region 4: West,CENS-R4,35-44 years,Female,F,2010,2010,1603,4808633,33.3
Census Region 4: West,CENS-R4,35-44 years,Female,F,2011,2011,1661,4798892,34.6
Census Region 4: West,CENS-R4,35-44 years,Female,F,2012,2012,1532,4817265,31.8
Census Region 4: West,CENS-R4,35-44 years,Female,F,2013,2013,1559,4830441,32.3
Census Region 4: West,CENS-R4,35-44 years,Female,F,2014,2014,1609,4872302,33
Census Region 4: West,CENS-R4,35-44 years,Female,F,2015,2015,1652,4902130,33.7
Census Region 4: West,CENS-R4,35-44 years,Female,F,2016,2016,1635,4914669,33.3
Census Region 4: West,CENS-R4,35-44 years,Female,F,2017,2017,1768,4995465,35.4
Census Region 4: West,CENS-R4,35-44 years,Female,F,2018,2018,1745,5064161,34.5
Census Region 4: West,CENS-R4,35-44 years,Female,F,2019,2019,1836,5119672,35.9
Census Region 4: West,CENS-R4,35-44 years,Female,F,2020,2020,2203,5178518,42.5
Census Region 4: West,CENS-R4,35-44 years,Male,M,1999,1999,4635,5100799,90.9
Census Region 4: West,CENS-R4,35-44 years,Male,M,2000,2000,4376,5106328,85.7
Census Region 4: West,CENS-R4,35-44 years,Male,M,2001,2001,4297,5122844,83.9
Census Region 4: West,CENS-R4,35-44 years,Male,M,2002,2002,4847,5094584,95.1
Census Region 4: West,CENS-R4,35-44 years,Male,M,2003,2003,4893,5059096,96.7
Census Region 4: West,CENS-R4,35-44 years,Male,M,2004,2004,4607,5052228,91.2
Census Region 4: West,CENS-R4,35-44 years,Male,M,2005,2005,4633,5049085,91.8
Census Region 4: West,CENS-R4,35-44 years,Male,M,2006,2006,4616,5049087,91.4
Census Region 4: West,CENS-R4,35-44 years,Male,M,2007,2007,4527,5014675,90.3
Census Region 4: West,CENS-R4,35-44 years,Male,M,2008,2008,4303,4975053,86.5
Census Region 4: West,CENS-R4,35-44 years,Male,M,2009,2009,4202,4930089,85.2
Census Region 4: West,CENS-R4,35-44 years,Male,M,2010,2010,3906,4908953,79.6
Census Region 4: West,CENS-R4,35-44 years,Male,M,2011,2011,4003,4900650,81.7
Census Region 4: West,CENS-R4,35-44 years,Male,M,2012,2012,4008,4917804,81.5
Census Region 4: West,CENS-R4,35-44 years,Male,M,2013,2013,4015,4930895,81.4
Census Region 4: West,CENS-R4,35-44 years,Male,M,2014,2014,4176,4960667,84.2
Census Region 4: West,CENS-R4,35-44 years,Male,M,2015,2015,4440,4998780,88.8
Census Region 4: West,CENS-R4,35-44 years,Male,M,2016,2016,4658,5013481,92.9
Census Region 4: West,CENS-R4,35-44 years,Male,M,2017,2017,4939,5111490,96.6
Census Region 4: West,CENS-R4,35-44 years,Male,M,2018,2018,5138,5197505,98.9
Census Region 4: West,CENS-R4,35-44 years,Male,M,2019,2019,5526,5271003,104.8
Census Region 4: West,CENS-R4,35-44 years,Male,M,2020,2020,6818,5347772,127.5
Census Region 4: West,CENS-R4,45-54 years,Female,F,1999,1999,1282,4063547,31.5
Census Region 4: West,CENS-R4,45-54 years,Female,F,2000,2000,1299,4199368,30.9
Census Region 4: West,CENS-R4,45-54 years,Female,F,2001,2001,1307,4405113,29.7
Census Region 4: West,CENS-R4,45-54 years,Female,F,2002,2002,1712,4493722,38.1
Census Region 4: West,CENS-R4,45-54 years,Female,F,2003,2003,1865,4600167,40.5
Census Region 4: West,CENS-R4,45-54 years,Female,F,2004,2004,2051,4695292,43.7
Census Region 4: West,CENS-R4,45-54 years,Female,F,2005,2005,2072,4793907,43.2
Census Region 4: West,CENS-R4,45-54 years,Female,F,2006,2006,2243,4888159,45.9
Census Region 4: West,CENS-R4,45-54 years,Female,F,2007,2007,2368,4963362,47.7
Census Region 4: West,CENS-R4,45-54 years,Female,F,2008,2008,2379,5020852,47.4
Census Region 4: West,CENS-R4,45-54 years,Female,F,2009,2009,2539,5060020,50.2
Census Region 4: West,CENS-R4,45-54 years,Female,F,2010,2010,2302,5074419,45.4
Census Region 4: West,CENS-R4,45-54 years,Female,F,2011,2011,2405,5038567,47.7
Census Region 4: West,CENS-R4,45-54 years,Female,F,2012,2012,2411,4996821,48.3
Census Region 4: West,CENS-R4,45-54 years,Female,F,2013,2013,2342,4951646,47.3
Census Region 4: West,CENS-R4,45-54 years,Female,F,2014,2014,2275,4955997,45.9
Census Region 4: West,CENS-R4,45-54 years,Female,F,2015,2015,2370,4953896,47.8
Census Region 4: West,CENS-R4,45-54 years,Female,F,2016,2016,2212,4928315,44.9
Census Region 4: West,CENS-R4,45-54 years,Female,F,2017,2017,2291,4903164,46.7
Census Region 4: West,CENS-R4,45-54 years,Female,F,2018,2018,2119,4841707,43.8
Census Region 4: West,CENS-R4,45-54 years,Female,F,2019,2019,2100,4780407,43.9
Census Region 4: West,CENS-R4,45-54 years,Female,F,2020,2020,2313,4750292,48.7
Census Region 4: West,CENS-R4,45-54 years,Male,M,1999,1999,3608,3993020,90.4
Census Region 4: West,CENS-R4,45-54 years,Male,M,2000,2000,3667,4125348,88.9
Census Region 4: West,CENS-R4,45-54 years,Male,M,2001,2001,3662,4326844,84.6
Census Region 4: West,CENS-R4,45-54 years,Male,M,2002,2002,4308,4410683,97.7
Census Region 4: West,CENS-R4,45-54 years,Male,M,2003,2003,4520,4514169,100.1
Census Region 4: West,CENS-R4,45-54 years,Male,M,2004,2004,4672,4608976,101.4
Census Region 4: West,CENS-R4,45-54 years,Male,M,2005,2005,5069,4712834,107.6
Census Region 4: West,CENS-R4,45-54 years,Male,M,2006,2006,5266,4806605,109.6
Census Region 4: West,CENS-R4,45-54 years,Male,M,2007,2007,5543,4888465,113.4
Census Region 4: West,CENS-R4,45-54 years,Male,M,2008,2008,5409,4949050,109.3
Census Region 4: West,CENS-R4,45-54 years,Male,M,2009,2009,5313,4995203,106.4
Census Region 4: West,CENS-R4,45-54 years,Male,M,2010,2010,5019,5012713,100.1
Census Region 4: West,CENS-R4,45-54 years,Male,M,2011,2011,5165,4994510,103.4
Census Region 4: West,CENS-R4,45-54 years,Male,M,2012,2012,5184,4960946,104.5
Census Region 4: West,CENS-R4,45-54 years,Male,M,2013,2013,5078,4925317,103.1
Census Region 4: West,CENS-R4,45-54 years,Male,M,2014,2014,5177,4933368,104.9
Census Region 4: West,CENS-R4,45-54 years,Male,M,2015,2015,5086,4937436,103
Census Region 4: West,CENS-R4,45-54 years,Male,M,2016,2016,5199,4919514,105.7
Census Region 4: West,CENS-R4,45-54 years,Male,M,2017,2017,5248,4897131,107.2
Census Region 4: West,CENS-R4,45-54 years,Male,M,2018,2018,5308,4839634,109.7
Census Region 4: West,CENS-R4,45-54 years,Male,M,2019,2019,5346,4786092,111.7
Census Region 4: West,CENS-R4,45-54 years,Male,M,2020,2020,6030,4759824,126.7
Census Region 4: West,CENS-R4,55-64 years,Female,F,1999,1999,703,2536487,27.7
Census Region 4: West,CENS-R4,55-64 years,Female,F,2000,2000,759,2609731,29.1
Census Region 4: West,CENS-R4,55-64 years,Female,F,2001,2001,774,2729738,28.4
Census Region 4: West,CENS-R4,55-64 years,Female,F,2002,2002,981,2922365,33.6
Census Region 4: West,CENS-R4,55-64 years,Female,F,2003,2003,1009,3090058,32.7
Census Region 4: West,CENS-R4,55-64 years,Female,F,2004,2004,1109,3257975,34
Census Region 4: West,CENS-R4,55-64 years,Female,F,2005,2005,1207,3432648,35.2
Census Region 4: West,CENS-R4,55-64 years,Female,F,2006,2006,1318,3602941,36.6
Census Region 4: West,CENS-R4,55-64 years,Female,F,2007,2007,1464,3760401,38.9
Census Region 4: West,CENS-R4,55-64 years,Female,F,2008,2008,1506,3904986,38.6
Census Region 4: West,CENS-R4,55-64 years,Female,F,2009,2009,1542,4068697,37.9
Census Region 4: West,CENS-R4,55-64 years,Female,F,2010,2010,1753,4199928,41.7
Census Region 4: West,CENS-R4,55-64 years,Female,F,2011,2011,1782,4389057,40.6
Census Region 4: West,CENS-R4,55-64 years,Female,F,2012,2012,1862,4467272,41.7
Census Region 4: West,CENS-R4,55-64 years,Female,F,2013,2013,2067,4552884,45.4
Census Region 4: West,CENS-R4,55-64 years,Female,F,2014,2014,2134,4651358,45.9
Census Region 4: West,CENS-R4,55-64 years,Female,F,2015,2015,2204,4747785,46.4
Census Region 4: West,CENS-R4,55-64 years,Female,F,2016,2016,2262,4818023,46.9
Census Region 4: West,CENS-R4,55-64 years,Female,F,2017,2017,2328,4878411,47.7
Census Region 4: West,CENS-R4,55-64 years,Female,F,2018,2018,2324,4900562,47.4
Census Region 4: West,CENS-R4,55-64 years,Female,F,2019,2019,2359,4905925,48.1
Census Region 4: West,CENS-R4,55-64 years,Female,F,2020,2020,2456,4884451,50.3
Census Region 4: West,CENS-R4,55-64 years,Male,M,1999,1999,1829,2396545,76.3
Census Region 4: West,CENS-R4,55-64 years,Male,M,2000,2000,1757,2467417,71.2
Census Region 4: West,CENS-R4,55-64 years,Male,M,2001,2001,1854,2585954,71.7
Census Region 4: West,CENS-R4,55-64 years,Male,M,2002,2002,2278,2774727,82.1
Census Region 4: West,CENS-R4,55-64 years,Male,M,2003,2003,2516,2934300,85.7
Census Region 4: West,CENS-R4,55-64 years,Male,M,2004,2004,2642,3092314,85.4
Census Region 4: West,CENS-R4,55-64 years,Male,M,2005,2005,2823,3259187,86.6
Census Region 4: West,CENS-R4,55-64 years,Male,M,2006,2006,3034,3417748,88.8
Census Region 4: West,CENS-R4,55-64 years,Male,M,2007,2007,3224,3564363,90.5
Census Region 4: West,CENS-R4,55-64 years,Male,M,2008,2008,3557,3698150,96.2
Census Region 4: West,CENS-R4,55-64 years,Male,M,2009,2009,3781,3846594,98.3
Census Region 4: West,CENS-R4,55-64 years,Male,M,2010,2010,3918,3971999,98.6
Census Region 4: West,CENS-R4,55-64 years,Male,M,2011,2011,4124,4145179,99.5
Census Region 4: West,CENS-R4,55-64 years,Male,M,2012,2012,4343,4212704,103.1
Census Region 4: West,CENS-R4,55-64 years,Male,M,2013,2013,4466,4290171,104.1
Census Region 4: West,CENS-R4,55-64 years,Male,M,2014,2014,4708,4380054,107.5
Census Region 4: West,CENS-R4,55-64 years,Male,M,2015,2015,4923,4474829,110
Census Region 4: West,CENS-R4,55-64 years,Male,M,2016,2016,5248,4543517,115.5
Census Region 4: West,CENS-R4,55-64 years,Male,M,2017,2017,5475,4606599,118.9
Census Region 4: West,CENS-R4,55-64 years,Male,M,2018,2018,5673,4635180,122.4
Census Region 4: West,CENS-R4,55-64 years,Male,M,2019,2019,6011,4652204,129.2
Census Region 4: West,CENS-R4,55-64 years,Male,M,2020,2020,6604,4645896,142.1
Census Region 4: West,CENS-R4,65-74 years,Female,F,1999,1999,757,1971901,38.4
Census Region 4: West,CENS-R4,65-74 years,Female,F,2000,2000,809,1974357,41
Census Region 4: West,CENS-R4,65-74 years,Female,F,2001,2001,724,1983144,36.5
Census Region 4: West,CENS-R4,65-74 years,Female,F,2002,2002,814,1995606,40.8
Census Region 4: West,CENS-R4,65-74 years,Female,F,2003,2003,788,2020978,39
Census Region 4: West,CENS-R4,65-74 years,Female,F,2004,2004,830,2052277,40.4
Census Region 4: West,CENS-R4,65-74 years,Female,F,2005,2005,905,2089037,43.3
Census Region 4: West,CENS-R4,65-74 years,Female,F,2006,2006,820,2134995,38.4
Census Region 4: West,CENS-R4,65-74 years,Female,F,2007,2007,848,2202796,38.5
Census Region 4: West,CENS-R4,65-74 years,Female,F,2008,2008,930,2304235,40.4
Census Region 4: West,CENS-R4,65-74 years,Female,F,2009,2009,956,2404199,39.8
Census Region 4: West,CENS-R4,65-74 years,Female,F,2010,2010,1009,2474043,40.8
Census Region 4: West,CENS-R4,65-74 years,Female,F,2011,2011,1048,2589415,40.5
Census Region 4: West,CENS-R4,65-74 years,Female,F,2012,2012,1100,2773256,39.7
Census Region 4: West,CENS-R4,65-74 years,Female,F,2013,2013,1199,2942649,40.7
Census Region 4: West,CENS-R4,65-74 years,Female,F,2014,2014,1340,3108806,43.1
Census Region 4: West,CENS-R4,65-74 years,Female,F,2015,2015,1312,3270977,40.1
Census Region 4: West,CENS-R4,65-74 years,Female,F,2016,2016,1557,3418078,45.6
Census Region 4: West,CENS-R4,65-74 years,Female,F,2017,2017,1652,3547504,46.6
Census Region 4: West,CENS-R4,65-74 years,Female,F,2018,2018,1731,3669297,47.2
Census Region 4: West,CENS-R4,65-74 years,Female,F,2019,2019,1696,3798538,44.6
Census Region 4: West,CENS-R4,65-74 years,Female,F,2020,2020,1729,3925123,44
Census Region 4: West,CENS-R4,65-74 years,Male,M,1999,1999,1550,1682638,92.1
Census Region 4: West,CENS-R4,65-74 years,Male,M,2000,2000,1475,1688794,87.3
Census Region 4: West,CENS-R4,65-74 years,Male,M,2001,2001,1513,1712172,88.4
Census Region 4: West,CENS-R4,65-74 years,Male,M,2002,2002,1611,1735044,92.9
Census Region 4: West,CENS-R4,65-74 years,Male,M,2003,2003,1602,1768439,90.6
Census Region 4: West,CENS-R4,65-74 years,Male,M,2004,2004,1611,1804198,89.3
Census Region 4: West,CENS-R4,65-74 years,Male,M,2005,2005,1686,1845031,91.4
Census Region 4: West,CENS-R4,65-74 years,Male,M,2006,2006,1660,1891776,87.7
Census Region 4: West,CENS-R4,65-74 years,Male,M,2007,2007,1773,1954812,90.7
Census Region 4: West,CENS-R4,65-74 years,Male,M,2008,2008,1833,2050558,89.4
Census Region 4: West,CENS-R4,65-74 years,Male,M,2009,2009,1916,2145082,89.3
Census Region 4: West,CENS-R4,65-74 years,Male,M,2010,2010,1987,2211922,89.8
Census Region 4: West,CENS-R4,65-74 years,Male,M,2011,2011,2082,2321548,89.7
